Report.Number,Date.of.Occurrence,Time.of.Occurrence,City,Crime,Victim.Age,Victim.Gender,Severity,Latitude,Longitude
11224,04-12-2021,21.38,Nagpur,VEHICLE - STOLEN,37,M,2,21.1498134,79.0820556
11225,04-12-2021,12.12,Jaipur,BURGLARY,72,M,2,26.9154576,75.8189817
11226,04-12-2021,23.51,Bangalore,BURGLARY,22,M,2,12.9767936,77.590082
11227,04-12-2021,4.57,Kolkata,CYBERCRIME,51,F,2,22.5726459,88.3638953
11228,04-12-2021,14.24,Pune,CYBERCRIME,59,F,2,18.5213738,73.8545071
11229,04-12-2021,22.39,Rajkot,CYBERCRIME,28,M,2,22.3053263,70.8028377
11230,04-12-2021,9.34,Hyderabad,VANDALISM,34,F,1,17.360589,78.4740613
11231,04-12-2021,20.45,Mumbai,EXTORTION,27,F,3,19.054999,72.8692035
11232,04-12-2021,16.57,Delhi,CYBERCRIME,13,F,2,28.6328027,77.2197713
11233,13-04-2021,19.45,Thane,FRAUD,26,M,2,19.1943294,72.9701779
11234,13-04-2021,19.34,Indore,VEHICLE - STOLEN,65,F,2,22.7203616,75.8681996
11235,13-04-2021,0.27,Delhi,EXTORTION,58,F,3,28.6328027,77.2197713
11236,13-04-2021,10.58,Bangalore,DOMESTIC VIOLENCE,41,F,3,12.9767936,77.590082
11237,13-04-2021,15.55,Kolkata,TRAFFIC VIOLATION,34,F,1,22.5726459,88.3638953
11238,13-04-2021,22.17,Chennai,ASSAULT,76,F,3,13.0836939,80.270186
11239,13-04-2021,12.55,Hyderabad,DRUG OFFENSE,58,F,2,17.360589,78.4740613
11240,13-04-2021,5.32,Delhi,FRAUD,36,M,2,28.6328027,77.2197713
11241,13-04-2021,12.09,Patna,DRUG OFFENSE,69,F,2,25.6093239,85.1235252
11242,13-04-2021,2.42,Ghaziabad,EXTORTION,77,M,3,28.7749966,77.4586967
11243,13-04-2021,5.57,Chennai,TRAFFIC VIOLATION,33,M,1,13.0836939,80.270186
11244,13-04-2021,7.45,Chennai,ARSON,37,F,3,13.0836939,80.270186
11245,13-04-2021,17.43,Ahmedabad,PUBLIC INTOXICATION,46,F,1,23.0215374,72.5800568
11246,13-04-2021,20.56,Mumbai,SEXUAL ASSAULT,61,F,3,19.054999,72.8692035
11247,13-04-2021,1.32,Chennai,FRAUD,68,F,2,13.0836939,80.270186
11248,13-04-2021,12.51,Lucknow,SHOPLIFTING,53,F,1,26.8381,80.9346001
11249,13-04-2021,17.24,Jaipur,ARSON,63,F,3,26.9154576,75.8189817
11250,13-04-2021,12.41,Surat,TRAFFIC VIOLATION,11,F,1,21.2094892,72.8317058
11251,13-04-2021,11.49,Pune,BURGLARY,68,F,2,18.5213738,73.8545071
11252,13-04-2021,17.20,Bangalore,VANDALISM,58,F,1,12.9767936,77.590082
11253,13-04-2021,10.48,Srinagar,SEXUAL ASSAULT,63,M,3,34.0747444,74.8204443
11254,13-04-2021,14.39,Mumbai,SEXUAL ASSAULT,23,M,3,19.054999,72.8692035
11255,13-04-2021,17.13,Pune,ROBBERY,13,F,3,18.5213738,73.8545071
11256,13-04-2021,19.17,Bangalore,IDENTITY THEFT,36,M,1,12.9767936,77.590082
11257,14-04-2021,7.50,Pune,ASSAULT,67,M,3,18.5213738,73.8545071
11258,14-04-2021,6.08,Kolkata,CYBERCRIME,73,F,2,22.5726459,88.3638953
11259,14-04-2021,23.09,Surat,HOMICIDE,48,M,3,21.2094892,72.8317058
11260,14-04-2021,23.45,Bangalore,ARSON,40,F,3,12.9767936,77.590082
11261,14-04-2021,15.14,Hyderabad,ARSON,61,M,3,17.360589,78.4740613
11262,14-04-2021,7.39,Meerut,ROBBERY,16,F,3,29.0018557,77.7679671
11263,14-04-2021,20.02,Delhi,EXTORTION,21,M,3,28.6328027,77.2197713
11264,14-04-2021,22.26,Chennai,BURGLARY,29,F,2,13.0836939,80.270186
11265,14-04-2021,15.06,Delhi,ILLEGAL POSSESSION,71,M,2,28.6328027,77.2197713
11266,14-04-2021,8.59,Pune,ROBBERY,78,F,3,18.5213738,73.8545071
11267,14-04-2021,21.21,Meerut,SEXUAL ASSAULT,20,F,3,29.0018557,77.7679671
11268,14-04-2021,4.46,Bangalore,EXTORTION,67,M,3,12.9767936,77.590082
11269,14-04-2021,2.52,Hyderabad,DOMESTIC VIOLENCE,52,M,3,17.360589,78.4740613
11270,14-04-2021,19.13,Srinagar,ASSAULT,32,M,3,34.0747444,74.8204443
11271,14-04-2021,1.06,Pune,VANDALISM,32,M,1,18.5213738,73.8545071
11272,14-04-2021,21.33,Ludhiana,EXTORTION,36,M,3,30.9090157,75.851601
11273,14-04-2021,11.27,Bangalore,ARSON,69,F,3,12.9767936,77.590082
11274,14-04-2021,15.27,Mumbai,FIREARM OFFENSE,64,F,2,19.054999,72.8692035
11275,14-04-2021,0.49,Meerut,DRUG OFFENSE,23,M,2,29.0018557,77.7679671
11276,14-04-2021,12.33,Kolkata,FRAUD,60,F,2,22.5726459,88.3638953
11277,14-04-2021,22.08,Bangalore,VANDALISM,48,F,1,12.9767936,77.590082
11278,14-04-2021,14.57,Ahmedabad,KIDNAPPING,27,F,3,23.0215374,72.5800568
11279,14-04-2021,18.08,Pune,ILLEGAL POSSESSION,58,F,2,18.5213738,73.8545071
11280,14-04-2021,13.52,Kolkata,KIDNAPPING,30,F,3,22.5726459,88.3638953
11281,15-04-2021,5.39,Kolkata,COUNTERFEITING,34,F,2,22.5726459,88.3638953
11282,15-04-2021,22.06,Jaipur,EXTORTION,60,F,3,26.9154576,75.8189817
11283,15-04-2021,11.06,Hyderabad,VANDALISM,38,F,1,17.360589,78.4740613
11284,15-04-2021,9.10,Bangalore,PUBLIC INTOXICATION,38,F,1,12.9767936,77.590082
11285,15-04-2021,6.33,Jaipur,DOMESTIC VIOLENCE,47,F,3,26.9154576,75.8189817
11286,15-04-2021,11.01,Patna,ARSON,62,F,3,25.6093239,85.1235252
11287,15-04-2021,6.40,Mumbai,BURGLARY,15,M,2,19.054999,72.8692035
11288,15-04-2021,9.23,Bangalore,KIDNAPPING,69,F,3,12.9767936,77.590082
11289,15-04-2021,20.39,Chennai,EXTORTION,62,F,3,13.0836939,80.270186
11290,15-04-2021,9.09,Ludhiana,VANDALISM,56,F,1,30.9090157,75.851601
11291,15-04-2021,21.59,Chennai,SHOPLIFTING,50,F,1,13.0836939,80.270186
11292,15-04-2021,19.52,Mumbai,FRAUD,10,M,2,19.054999,72.8692035
11293,15-04-2021,16.12,Chennai,IDENTITY THEFT,38,M,1,13.0836939,80.270186
11294,15-04-2021,15.01,Surat,EXTORTION,75,F,3,21.2094892,72.8317058
11295,15-04-2021,17.17,Patna,COUNTERFEITING,70,M,2,25.6093239,85.1235252
11296,15-04-2021,12.40,Agra,FIREARM OFFENSE,57,F,2,27.1752554,78.0098161
11297,15-04-2021,22.53,Agra,VEHICLE - STOLEN,78,F,2,27.1752554,78.0098161
11298,15-04-2021,1.01,Kolkata,ASSAULT,58,M,3,22.5726459,88.3638953
11299,15-04-2021,16.16,Bangalore,COUNTERFEITING,18,M,2,12.9767936,77.590082
11300,15-04-2021,2.21,Ahmedabad,CYBERCRIME,29,F,2,23.0215374,72.5800568
11301,15-04-2021,19.51,Chennai,DRUG OFFENSE,30,M,2,13.0836939,80.270186
11302,15-04-2021,23.36,Agra,KIDNAPPING,58,F,3,27.1752554,78.0098161
11303,15-04-2021,11.19,Delhi,ARSON,66,F,3,28.6328027,77.2197713
11304,15-04-2021,13.18,Chennai,VEHICLE - STOLEN,35,F,2,13.0836939,80.270186
11305,16-04-2021,0.48,Delhi,COUNTERFEITING,34,M,2,28.6328027,77.2197713
11306,16-04-2021,20.43,Mumbai,KIDNAPPING,52,F,3,19.054999,72.8692035
11307,16-04-2021,1.20,Kanpur,VEHICLE - STOLEN,76,M,2,26.4609135,80.3217588
11308,16-04-2021,12.57,Delhi,ILLEGAL POSSESSION,72,F,2,28.6328027,77.2197713
11309,16-04-2021,13.36,Thane,COUNTERFEITING,25,M,2,19.1943294,72.9701779
11310,16-04-2021,13.32,Surat,CYBERCRIME,42,F,2,21.2094892,72.8317058
11311,16-04-2021,2.52,Ahmedabad,CYBERCRIME,57,M,2,23.0215374,72.5800568
11312,16-04-2021,5.43,Lucknow,KIDNAPPING,35,F,3,26.8381,80.9346001
11313,16-04-2021,17.42,Jaipur,FRAUD,48,M,2,26.9154576,75.8189817
11314,16-04-2021,18.43,Lucknow,FRAUD,79,F,2,26.8381,80.9346001
11315,16-04-2021,1.08,Jaipur,ILLEGAL POSSESSION,79,F,2,26.9154576,75.8189817
11316,16-04-2021,20.22,Delhi,BURGLARY,25,M,2,28.6328027,77.2197713
11317,16-04-2021,18.24,Jaipur,DRUG OFFENSE,32,M,2,26.9154576,75.8189817
11318,16-04-2021,22.00,Surat,IDENTITY THEFT,46,F,1,21.2094892,72.8317058
11319,16-04-2021,9.59,Patna,CYBERCRIME,21,F,2,25.6093239,85.1235252
11320,16-04-2021,15.21,Pune,PUBLIC INTOXICATION,16,M,1,18.5213738,73.8545071
11321,16-04-2021,13.45,Delhi,FIREARM OFFENSE,59,F,2,28.6328027,77.2197713
11322,16-04-2021,21.22,Mumbai,CYBERCRIME,21,F,2,19.054999,72.8692035
11323,16-04-2021,10.12,Hyderabad,PUBLIC INTOXICATION,39,F,1,17.360589,78.4740613
11324,16-04-2021,7.32,Chennai,BURGLARY,32,F,2,13.0836939,80.270186
11325,16-04-2021,4.31,Kanpur,IDENTITY THEFT,21,F,1,26.4609135,80.3217588
11326,16-04-2021,7.54,Hyderabad,ASSAULT,43,F,3,17.360589,78.4740613
11327,16-04-2021,11.08,Pune,TRAFFIC VIOLATION,18,F,1,18.5213738,73.8545071
11328,16-04-2021,14.53,Delhi,EXTORTION,70,F,3,28.6328027,77.2197713
11329,17-04-2021,15.11,Kolkata,ILLEGAL POSSESSION,30,F,2,22.5726459,88.3638953
11330,17-04-2021,21.27,Surat,VANDALISM,73,F,1,21.2094892,72.8317058
11331,17-04-2021,3.24,Visakhapatnam,ILLEGAL POSSESSION,64,M,2,17.6935526,83.2921297
11332,17-04-2021,2.38,Chennai,FIREARM OFFENSE,48,M,2,13.0836939,80.270186
11333,17-04-2021,2.21,Pune,BURGLARY,57,F,2,18.5213738,73.8545071
11334,17-04-2021,23.06,Delhi,COUNTERFEITING,21,F,2,28.6328027,77.2197713
11335,17-04-2021,2.28,Meerut,ILLEGAL POSSESSION,55,M,2,29.0018557,77.7679671
11336,17-04-2021,11.39,Bangalore,HOMICIDE,62,F,3,12.9767936,77.590082
11337,17-04-2021,13.06,Jaipur,FRAUD,55,M,2,26.9154576,75.8189817
11338,17-04-2021,23.36,Mumbai,SEXUAL ASSAULT,61,F,3,19.054999,72.8692035
11339,17-04-2021,12.33,Bangalore,FIREARM OFFENSE,26,F,2,12.9767936,77.590082
11340,17-04-2021,3.03,Bhopal,FIREARM OFFENSE,24,M,2,23.2584857,77.401989
11341,17-04-2021,4.37,Chennai,DRUG OFFENSE,47,F,2,13.0836939,80.270186
11342,17-04-2021,12.24,Delhi,BURGLARY,15,F,2,28.6328027,77.2197713
11343,17-04-2021,9.26,Hyderabad,PUBLIC INTOXICATION,74,F,1,17.360589,78.4740613
11344,17-04-2021,5.07,Kolkata,SEXUAL ASSAULT,13,F,3,22.5726459,88.3638953
11345,17-04-2021,6.44,Hyderabad,IDENTITY THEFT,26,F,1,17.360589,78.4740613
11346,17-04-2021,22.13,Patna,SEXUAL ASSAULT,79,F,3,25.6093239,85.1235252
11347,17-04-2021,16.48,Bhopal,FRAUD,27,M,2,23.2584857,77.401989
11348,17-04-2021,2.17,Ludhiana,ARSON,57,F,3,30.9090157,75.851601
11349,17-04-2021,16.36,Mumbai,ASSAULT,45,F,3,19.054999,72.8692035
11350,17-04-2021,23.47,Delhi,COUNTERFEITING,54,F,2,28.6328027,77.2197713
11351,17-04-2021,7.36,Jaipur,DRUG OFFENSE,39,F,2,26.9154576,75.8189817
11352,17-04-2021,9.53,Bangalore,VEHICLE - STOLEN,21,F,2,12.9767936,77.590082
11353,18-04-2021,10.07,Surat,FRAUD,19,F,2,21.2094892,72.8317058
11354,18-04-2021,22.52,Patna,SEXUAL ASSAULT,19,F,3,25.6093239,85.1235252
11355,18-04-2021,9.45,Hyderabad,EXTORTION,19,F,3,17.360589,78.4740613
11356,18-04-2021,19.42,Chennai,CYBERCRIME,40,F,2,13.0836939,80.270186
11357,18-04-2021,7.58,Chennai,DRUG OFFENSE,47,F,2,13.0836939,80.270186
11358,18-04-2021,9.36,Delhi,COUNTERFEITING,40,F,2,28.6328027,77.2197713
11359,18-04-2021,3.47,Visakhapatnam,VEHICLE - STOLEN,18,F,2,17.6935526,83.2921297
11360,18-04-2021,6.12,Mumbai,VEHICLE - STOLEN,38,M,2,19.054999,72.8692035
11361,18-04-2021,3.36,Delhi,HOMICIDE,42,F,3,28.6328027,77.2197713
11362,18-04-2021,5.47,Delhi,IDENTITY THEFT,79,F,1,28.6328027,77.2197713
11363,18-04-2021,11.53,Kolkata,ARSON,25,M,3,22.5726459,88.3638953
11364,18-04-2021,16.30,Delhi,VANDALISM,18,M,1,28.6328027,77.2197713
11365,18-04-2021,5.36,Chennai,TRAFFIC VIOLATION,51,F,1,13.0836939,80.270186
11366,18-04-2021,20.51,Lucknow,FIREARM OFFENSE,32,F,2,26.8381,80.9346001
11367,18-04-2021,19.25,Bhopal,ILLEGAL POSSESSION,14,F,2,23.2584857,77.401989
11368,18-04-2021,14.01,Pune,VANDALISM,32,F,1,18.5213738,73.8545071
11369,18-04-2021,13.08,Delhi,DOMESTIC VIOLENCE,28,F,3,28.6328027,77.2197713
11370,18-04-2021,20.55,Bangalore,FRAUD,40,F,2,12.9767936,77.590082
11371,18-04-2021,19.35,Lucknow,FRAUD,42,M,2,26.8381,80.9346001
11372,18-04-2021,2.16,Nagpur,EXTORTION,49,F,3,21.1498134,79.0820556
11373,18-04-2021,2.09,Visakhapatnam,ROBBERY,79,M,3,17.6935526,83.2921297
11374,18-04-2021,6.47,Kolkata,ILLEGAL POSSESSION,42,F,2,22.5726459,88.3638953
11375,18-04-2021,14.16,Agra,ARSON,41,M,3,27.1752554,78.0098161
11376,18-04-2021,4.54,Chennai,SHOPLIFTING,63,F,1,13.0836939,80.270186
11377,19-04-2021,2.50,Hyderabad,ROBBERY,79,F,3,17.360589,78.4740613
11378,19-04-2021,9.39,Delhi,BURGLARY,20,F,2,28.6328027,77.2197713
11379,19-04-2021,11.58,Patna,TRAFFIC VIOLATION,10,F,1,25.6093239,85.1235252
11380,19-04-2021,0.52,Pune,ASSAULT,60,F,3,18.5213738,73.8545071
11381,19-04-2021,5.32,Kolkata,ILLEGAL POSSESSION,59,F,2,22.5726459,88.3638953
11382,19-04-2021,18.43,Thane,SEXUAL ASSAULT,30,M,3,19.1943294,72.9701779
11383,19-04-2021,13.55,Kanpur,FIREARM OFFENSE,66,M,2,26.4609135,80.3217588
11384,19-04-2021,20.12,Lucknow,EXTORTION,39,F,3,26.8381,80.9346001
11385,19-04-2021,10.25,Ludhiana,ARSON,70,F,3,30.9090157,75.851601
11386,19-04-2021,16.48,Patna,KIDNAPPING,58,M,3,25.6093239,85.1235252
11387,19-04-2021,0.56,Indore,BURGLARY,31,F,2,22.7203616,75.8681996
11388,19-04-2021,1.33,Mumbai,TRAFFIC VIOLATION,28,F,1,19.054999,72.8692035
11389,19-04-2021,16.36,Bangalore,DRUG OFFENSE,34,M,2,12.9767936,77.590082
11390,19-04-2021,23.56,Bhopal,EXTORTION,59,M,3,23.2584857,77.401989
11391,19-04-2021,23.01,Agra,EXTORTION,38,F,3,27.1752554,78.0098161
11392,19-04-2021,11.20,Mumbai,KIDNAPPING,13,F,3,19.054999,72.8692035
11393,19-04-2021,22.44,Bhopal,COUNTERFEITING,61,M,2,23.2584857,77.401989
11394,19-04-2021,7.20,Lucknow,ROBBERY,19,F,3,26.8381,80.9346001
11395,19-04-2021,20.05,Lucknow,VANDALISM,50,F,1,26.8381,80.9346001
11396,19-04-2021,6.37,Delhi,HOMICIDE,52,M,3,28.6328027,77.2197713
11397,19-04-2021,18.47,Hyderabad,PUBLIC INTOXICATION,55,F,1,17.360589,78.4740613
11398,19-04-2021,23.36,Jaipur,ILLEGAL POSSESSION,75,F,2,26.9154576,75.8189817
11399,19-04-2021,1.53,Chennai,VANDALISM,17,F,1,13.0836939,80.270186
11400,19-04-2021,13.57,Chennai,VEHICLE - STOLEN,11,F,2,13.0836939,80.270186
11401,20-04-2021,9.37,Delhi,ASSAULT,17,F,3,28.6328027,77.2197713
11402,20-04-2021,10.33,Delhi,FRAUD,49,M,2,28.6328027,77.2197713
11403,20-04-2021,13.18,Pune,PUBLIC INTOXICATION,45,F,1,18.5213738,73.8545071
11404,20-04-2021,14.13,Bangalore,SEXUAL ASSAULT,60,F,3,12.9767936,77.590082
11405,20-04-2021,11.33,Mumbai,IDENTITY THEFT,53,F,1,19.054999,72.8692035
11406,20-04-2021,6.30,Jaipur,EXTORTION,23,M,3,26.9154576,75.8189817
11407,20-04-2021,6.22,Ludhiana,VANDALISM,63,F,1,30.9090157,75.851601
11408,20-04-2021,2.54,Delhi,FRAUD,10,F,2,28.6328027,77.2197713
11409,20-04-2021,4.19,Mumbai,FIREARM OFFENSE,61,F,2,19.054999,72.8692035
11410,20-04-2021,10.46,Kolkata,KIDNAPPING,53,M,3,22.5726459,88.3638953
11411,20-04-2021,22.02,Delhi,ARSON,67,F,3,28.6328027,77.2197713
11412,20-04-2021,9.20,Pune,VANDALISM,66,F,1,18.5213738,73.8545071
11413,20-04-2021,20.14,Kolkata,FRAUD,20,F,2,22.5726459,88.3638953
11414,20-04-2021,5.36,Bangalore,VEHICLE - STOLEN,31,M,2,12.9767936,77.590082
11415,20-04-2021,3.31,Mumbai,PUBLIC INTOXICATION,64,M,1,19.054999,72.8692035
11416,20-04-2021,11.52,Delhi,SHOPLIFTING,72,F,1,28.6328027,77.2197713
11417,20-04-2021,22.31,Kolkata,DRUG OFFENSE,77,M,2,22.5726459,88.3638953
11418,20-04-2021,19.52,Lucknow,BURGLARY,15,F,2,26.8381,80.9346001
11419,20-04-2021,6.07,Delhi,FIREARM OFFENSE,24,M,2,28.6328027,77.2197713
11420,20-04-2021,14.18,Mumbai,ARSON,41,F,3,19.054999,72.8692035
11421,20-04-2021,14.00,Kanpur,BURGLARY,71,F,2,26.4609135,80.3217588
11422,20-04-2021,9.32,Delhi,CYBERCRIME,67,F,2,28.6328027,77.2197713
11423,20-04-2021,3.59,Ahmedabad,EXTORTION,78,F,3,23.0215374,72.5800568
11424,20-04-2021,6.38,Faridabad,VEHICLE - STOLEN,10,M,2,28.4031478,77.3105561
11425,21-04-2021,4.31,Mumbai,SEXUAL ASSAULT,13,M,3,19.054999,72.8692035
11426,21-04-2021,12.45,Mumbai,ILLEGAL POSSESSION,41,F,2,19.054999,72.8692035
11427,21-04-2021,3.39,Ludhiana,FIREARM OFFENSE,66,F,2,30.9090157,75.851601
11428,21-04-2021,20.59,Mumbai,ROBBERY,30,F,3,19.054999,72.8692035
11429,21-04-2021,23.52,Hyderabad,IDENTITY THEFT,18,F,1,17.360589,78.4740613
11430,21-04-2021,19.27,Indore,CYBERCRIME,53,F,2,22.7203616,75.8681996
11431,21-04-2021,3.14,Pune,CYBERCRIME,66,F,2,18.5213738,73.8545071
11432,21-04-2021,18.30,Pune,ILLEGAL POSSESSION,70,F,2,18.5213738,73.8545071
11433,21-04-2021,9.18,Mumbai,ILLEGAL POSSESSION,67,M,2,19.054999,72.8692035
11434,21-04-2021,1.44,Hyderabad,CYBERCRIME,61,F,2,17.360589,78.4740613
11435,21-04-2021,22.08,Bangalore,HOMICIDE,67,M,3,12.9767936,77.590082
11436,21-04-2021,14.48,Rajkot,DRUG OFFENSE,29,M,2,22.3053263,70.8028377
11437,21-04-2021,18.39,Visakhapatnam,ILLEGAL POSSESSION,56,M,2,17.6935526,83.2921297
11438,21-04-2021,0.41,Surat,SEXUAL ASSAULT,59,F,3,21.2094892,72.8317058
11439,21-04-2021,20.46,Bangalore,SHOPLIFTING,67,F,1,12.9767936,77.590082
11440,21-04-2021,22.03,Delhi,DOMESTIC VIOLENCE,76,M,3,28.6328027,77.2197713
11441,21-04-2021,5.18,Delhi,SHOPLIFTING,15,M,1,28.6328027,77.2197713
11442,21-04-2021,16.05,Meerut,DRUG OFFENSE,50,M,2,29.0018557,77.7679671
11443,21-04-2021,6.11,Chennai,SEXUAL ASSAULT,76,F,3,13.0836939,80.270186
11444,21-04-2021,23.43,Bangalore,SEXUAL ASSAULT,41,F,3,12.9767936,77.590082
11445,21-04-2021,6.48,Delhi,TRAFFIC VIOLATION,48,F,1,28.6328027,77.2197713
11446,21-04-2021,18.35,Chennai,SEXUAL ASSAULT,69,F,3,13.0836939,80.270186
11447,21-04-2021,20.40,Mumbai,ILLEGAL POSSESSION,74,M,2,19.054999,72.8692035
11448,21-04-2021,18.01,Mumbai,VANDALISM,17,M,1,19.054999,72.8692035
11449,22-04-2021,22.33,Kanpur,COUNTERFEITING,27,M,2,26.4609135,80.3217588
11450,22-04-2021,18.03,Delhi,CYBERCRIME,63,F,2,28.6328027,77.2197713
11451,22-04-2021,2.01,Kalyan,DRUG OFFENSE,19,M,2,19.2396742,73.1366482
11452,22-04-2021,20.34,Ghaziabad,DOMESTIC VIOLENCE,43,F,3,28.7749966,77.4586967
11453,22-04-2021,9.07,Agra,DOMESTIC VIOLENCE,43,F,3,27.1752554,78.0098161
11454,22-04-2021,21.54,Chennai,COUNTERFEITING,50,M,2,13.0836939,80.270186
11455,22-04-2021,3.43,Hyderabad,EXTORTION,16,F,3,17.360589,78.4740613
11456,22-04-2021,9.54,Mumbai,DRUG OFFENSE,17,F,2,19.054999,72.8692035
11457,22-04-2021,14.17,Bangalore,FRAUD,17,F,2,12.9767936,77.590082
11458,22-04-2021,20.28,Ahmedabad,TRAFFIC VIOLATION,23,M,1,23.0215374,72.5800568
11459,22-04-2021,8.33,Bangalore,ARSON,54,F,3,12.9767936,77.590082
11460,22-04-2021,11.01,Bangalore,DOMESTIC VIOLENCE,22,M,3,12.9767936,77.590082
11461,22-04-2021,13.04,Delhi,EXTORTION,14,M,3,28.6328027,77.2197713
11462,22-04-2021,1.13,Lucknow,BURGLARY,29,F,2,26.8381,80.9346001
11463,22-04-2021,17.59,Bangalore,DRUG OFFENSE,61,F,2,12.9767936,77.590082
11464,22-04-2021,12.04,Surat,VANDALISM,74,F,1,21.2094892,72.8317058
11465,22-04-2021,19.45,Mumbai,DOMESTIC VIOLENCE,16,F,3,19.054999,72.8692035
11466,22-04-2021,22.21,Surat,BURGLARY,21,M,2,21.2094892,72.8317058
11467,22-04-2021,3.40,Delhi,VANDALISM,24,F,1,28.6328027,77.2197713
11468,22-04-2021,10.47,Hyderabad,VEHICLE - STOLEN,27,F,2,17.360589,78.4740613
11469,22-04-2021,1.21,Kolkata,VEHICLE - STOLEN,54,F,2,22.5726459,88.3638953
11470,22-04-2021,19.28,Chennai,HOMICIDE,61,F,3,13.0836939,80.270186
11471,22-04-2021,5.54,Delhi,CYBERCRIME,32,M,2,28.6328027,77.2197713
11472,22-04-2021,9.21,Meerut,EXTORTION,19,F,3,29.0018557,77.7679671
11473,23-04-2021,2.12,Delhi,PUBLIC INTOXICATION,20,F,1,28.6328027,77.2197713
11474,23-04-2021,6.17,Nashik,DOMESTIC VIOLENCE,20,F,3,20.0112475,73.7902364
11475,23-04-2021,21.14,Mumbai,SEXUAL ASSAULT,59,M,3,19.054999,72.8692035
11476,23-04-2021,19.45,Chennai,VEHICLE - STOLEN,59,M,2,13.0836939,80.270186
11477,23-04-2021,4.40,Delhi,DRUG OFFENSE,58,F,2,28.6328027,77.2197713
11478,23-04-2021,8.15,Mumbai,EXTORTION,27,M,3,19.054999,72.8692035
11479,23-04-2021,6.50,Delhi,SEXUAL ASSAULT,79,F,3,28.6328027,77.2197713
11480,23-04-2021,20.41,Delhi,SEXUAL ASSAULT,33,F,3,28.6328027,77.2197713
11481,23-04-2021,23.39,Jaipur,COUNTERFEITING,61,F,2,26.9154576,75.8189817
11482,23-04-2021,1.25,Ahmedabad,FRAUD,73,M,2,23.0215374,72.5800568
11483,23-04-2021,23.33,Delhi,PUBLIC INTOXICATION,72,F,1,28.6328027,77.2197713
11484,23-04-2021,11.31,Chennai,KIDNAPPING,26,F,3,13.0836939,80.270186
11485,23-04-2021,13.44,Kolkata,EXTORTION,20,F,3,22.5726459,88.3638953
11486,23-04-2021,22.49,Patna,BURGLARY,13,F,2,25.6093239,85.1235252
11487,23-04-2021,18.29,Delhi,HOMICIDE,65,F,3,28.6328027,77.2197713
11488,23-04-2021,2.38,Nagpur,BURGLARY,30,F,2,21.1498134,79.0820556
11489,23-04-2021,6.58,Pune,FIREARM OFFENSE,24,M,2,18.5213738,73.8545071
11490,23-04-2021,4.20,Hyderabad,ILLEGAL POSSESSION,57,M,2,17.360589,78.4740613
11491,23-04-2021,14.41,Mumbai,IDENTITY THEFT,68,F,1,19.054999,72.8692035
11492,23-04-2021,7.22,Rajkot,DOMESTIC VIOLENCE,17,F,3,22.3053263,70.8028377
11493,23-04-2021,15.44,Hyderabad,COUNTERFEITING,64,F,2,17.360589,78.4740613
11494,23-04-2021,23.08,Mumbai,ARSON,56,F,3,19.054999,72.8692035
11495,23-04-2021,21.52,Surat,ASSAULT,29,F,3,21.2094892,72.8317058
11496,23-04-2021,2.24,Delhi,PUBLIC INTOXICATION,20,M,1,28.6328027,77.2197713
11497,24-04-2021,6.25,Ghaziabad,FIREARM OFFENSE,63,F,2,28.7749966,77.4586967
11498,24-04-2021,12.40,Delhi,PUBLIC INTOXICATION,36,F,1,28.6328027,77.2197713
11499,24-04-2021,0.49,Pune,CYBERCRIME,46,F,2,18.5213738,73.8545071
11500,24-04-2021,3.42,Kanpur,BURGLARY,55,M,2,26.4609135,80.3217588
11501,24-04-2021,15.27,Kalyan,DOMESTIC VIOLENCE,23,F,3,19.2396742,73.1366482
11502,24-04-2021,6.30,Jaipur,EXTORTION,25,M,3,26.9154576,75.8189817
11503,24-04-2021,13.32,Hyderabad,ROBBERY,17,M,3,17.360589,78.4740613
11504,24-04-2021,7.06,Kanpur,DOMESTIC VIOLENCE,42,F,3,26.4609135,80.3217588
11505,24-04-2021,23.41,Ahmedabad,ROBBERY,34,F,3,23.0215374,72.5800568
11506,24-04-2021,6.38,Kanpur,VANDALISM,13,M,1,26.4609135,80.3217588
11507,24-04-2021,10.47,Bhopal,ARSON,64,F,3,23.2584857,77.401989
11508,24-04-2021,0.18,Delhi,DRUG OFFENSE,20,M,2,28.6328027,77.2197713
11509,24-04-2021,7.48,Patna,COUNTERFEITING,28,M,2,25.6093239,85.1235252
11510,24-04-2021,13.07,Delhi,ASSAULT,21,M,3,28.6328027,77.2197713
11511,24-04-2021,11.12,Delhi,EXTORTION,30,F,3,28.6328027,77.2197713
11512,24-04-2021,15.25,Hyderabad,ASSAULT,60,F,3,17.360589,78.4740613
11513,24-04-2021,12.07,Lucknow,ASSAULT,64,F,3,26.8381,80.9346001
11514,24-04-2021,20.44,Mumbai,BURGLARY,36,F,2,19.054999,72.8692035
11515,24-04-2021,0.47,Mumbai,DOMESTIC VIOLENCE,34,F,3,19.054999,72.8692035
11516,24-04-2021,3.10,Thane,BURGLARY,63,M,2,19.1943294,72.9701779
11517,24-04-2021,5.40,Nashik,BURGLARY,47,F,2,20.0112475,73.7902364
11518,24-04-2021,2.10,Indore,FIREARM OFFENSE,79,F,2,22.7203616,75.8681996
11519,24-04-2021,8.33,Delhi,ROBBERY,50,M,3,28.6328027,77.2197713
11520,24-04-2021,23.10,Surat,VEHICLE - STOLEN,10,F,2,21.2094892,72.8317058
